tweet_id,user_id,text,url,mentions,lang,favourites,retweets,replies,quotes,view_count,hashtags,wordcount,processed_text,cleaned sentiment,date_created
1094883322990342144,363585483,Piggybankng or PiggyVest...dont matter yall legit,,,en,2,0,0,0,,,6,piggybankng piggyvest dont matter legit,Neutral,2019-02-11 08:58:20+00:00
1817951750751433040,4714760909,POV A PiggyVest user says theyre broke ,https://t.co/N85PfTQTl8,,en,395,50,23,16,21981.0,,8,pov piggyvest user say break,Neutral,2024-07-29 15:54:07+00:00
1812859851040543052,1267165753687658500,"save on piggyvest, you say no. ",https://t.co/i0vn64jB3O,,en,13,5,8,0,1575.0,,7,save piggyvest say,Neutral,2024-07-15 14:40:44+00:00
1812540104956649953,3148348920,Piggyvest go think say I don die.,,,en,4,1,2,1,526.0,,7,piggyvest go think say die,Neutral,2024-07-14 17:30:11+00:00
1817894945216168120,608212695,Why I prefer Piggyvest as my savings an investment app,https://t.co/kxk6HBocJg,,en,0,0,0,0,65.0,,10,prefer piggyvest saving investment app,Neutral,2024-07-29 12:08:24+00:00
1813614317972939087,4883104323,"We are thrilled to announce our inclusion on and Statistas Top 250 Fintechs in the world, alongside industry giants like Ali Pay, Klarna, Piggyvest and Mastercard This recognition highlights our commitment to innovation and our impact on the technology and payments ecosystem. Its an honor to be acknowledged among such esteemed companies and to be recognized for our work in shaping the future of finance  See the full list here",https://t.co/z4YRmgtzzR,@CNBC,en,26,12,2,0,2766.0,,71,thrilled announce inclusion statistas top 250 fintech world alongside industry giant like ali pay klarna piggyvest mastercard recognition highlight commitment innovation impact technology payment ecosystem honor acknowledge among esteemed company recognize work shape future finance   see full list,Positive,2024-07-17 16:38:43+00:00
1811319457559572628,1519689912886378496,Piggyvest de madd,https://t.co/4eWt6biAI9,,hu,21,20,12,0,841.0,,3,piggyvest de madd,Neutral,2024-07-11 08:39:46+00:00
1812408240816177237,1396431065296904197,"my goal this year on piggyvest was 2m. Ive saved a whooping sum of 3,560",,,en,9914,1889,536,504,343618.0,,15,"goal year piggyvest 2 m. save whoop sum 3,560",Neutral,2024-07-14 08:46:12+00:00
1813251690063167800,142656888,particularly like that we were included in the financial planning category because it strongly aligns with our vision for PiggyVest. the work continues ,,,en,117,14,2,0,11571.0,,24,particularly like include financial planning category strongly align vision piggyvest work continue,Neutral,2024-07-16 16:37:46+00:00
1817998753850151280,1211194544,Open your Piggyvest my dear.,,,en,0,0,0,0,114.0,,5,open piggyvest dear,Neutral,2024-07-29 19:00:54+00:00
1818014724308730249,1317910331432239106,You can actually use piggyvest safelock your funds amp also save with people.,,,en,0,0,0,0,61.0,,13,actually use piggyv safelock fund amp also save people,Neutral,2024-07-29 20:04:22+00:00
1815873126737015032,1136421843777269760,"Hear me out My man N990,000 My piggyvest N5,000 Guiding N5,000",,,en,4720,1480,234,341,561757.0,,11,"hear man n990,000 piggyvest n5,000 guiding n5,000",Neutral,2024-07-23 22:14:25+00:00
1818023351077556711,999214996553904128,My interview with PiggyVest. Please read.,https://t.co/MoAIgjd6Qs,,en,13,5,0,0,310.0,,6,interview piggyvest please read,Neutral,2024-07-29 20:38:38+00:00
1814242376111534530,347979550,"HOW TO INCREASE YOUR SALES USING STORYTELLING LIKE PIGGYVEST. I've been busy a lot lately. But today, I thought to give you a new angle to storytelling that you can use to increase your sales this weekend.",https://t.co/9ECPL8PzFo,,en,11,0,2,0,348.0,,37,increase sale use storytelling like piggyvest busy lot lately today think give new angle storytelling use increase sale weekend,Neutral,2024-07-19 10:14:24+00:00
1818001200572219769,1216752662064115712,Piggyvest go don taya for me As I Dey save I Dey save myself ,,,en,0,0,0,1,78.0,,15,piggyvest go taya dey save dey save,Neutral,2024-07-29 19:10:37+00:00
1817489453285359792,907351946734030849,Me  Saves with piggyvest in the morning. Me  Withdraws in 30 mins. What a life,,,en,1053,310,23,57,50611.0,,17,  save piggyvest morning   withdraws 30 min life,Neutral,2024-07-28 09:17:07+00:00
1817501350030102628,1155597966331265024,"I dont understand what Gtb is telling me, where is my money . I was debited immediately on piggyvest, how come Gtb is telling me they cant find my money Wo, you people should not test me o. Provide my money.",https://t.co/uIjd4Qbrj9,@PiggyBankNG @gtbank_help @PiggyBankNG,en,7,4,3,4,1009.0,,41,understand gtb tell money debit immediately piggyvest come gtb tell find money people test o. provide money,Neutral,2024-07-28 10:04:24+00:00
1817583637443068069,907351946734030849,Jesus Piggyvest breaking fee is now 3.5 Didnt know o,,,en,18,4,3,1,4423.0,,10,jesus piggyvest breaking fee 3.5 know,Neutral,2024-07-28 15:31:22+00:00
1817553108748148885,1558878785268842496,Link your Pocket app to PiggyVest. Turn on autosave and set withdrawals to midnight. This helps you save money without thinking about it. Delete PiggyVest if you want to avoid withdrawals.,,,en,5,0,0,1,1556.0,,31,link pocket app piggyvest turn autosave set withdrawal midnight help save money without think delete piggyvest want avoid withdrawal,Neutral,2024-07-28 13:30:04+00:00
1817962260700217703,2163135171,"Bolu of PiggyVest, Yes 2023 was that year. But you see this 2024, Im only trying to save my life. Saanu mi Bolu",,@PiggyBankNG,en,6,0,1,0,342.0,,23,bolu piggyvest yes 2023 year see 2024 try save life saanu mi bolu,Neutral,2024-07-29 16:35:53+00:00
1811312412911382543,1462099212515037186,Piggyvest you can see my love for you is strong ,https://t.co/aCVQ8m2Mdk,,en,7,1,2,0,1192.0,,11,piggyvest see love strong,Positive,2024-07-11 08:11:46+00:00
1808029852362055931,1098271769226563584,"PiggyVest's Safe lock feature is bae. Locking  relocking the same funds since this year  I've cashed out close to 200k in interests alone. Once the safe lock opens, I lock again  get another interest lol. The labels feature is also top tier. Now they've even got a House Rent saving feature too. It's like when I think it can't get better than this, they'll floor me with something new Always a PiggyVest girlie",,,en,61,10,6,2,8366.0,,76,piggyvest 's safe lock feature bae locking   relocking fund since year   cash close 200k interest alone safe lock open lock   get another interest lol label feature also top tier even get house rent saving feature like think get well floor something new always piggyvest girlie,Positive,2024-07-02 06:48:03+00:00
1807724245427929237,115628224,"Two emails stand out in the Vantage Book. One from Mr Kayode Soyombo to the founders of Bluechip Technologies and and the other email from Otunba Sho to the founders of Piggyvest Somto, Joshua and co. Both emails, just 2.5 years apart, served the same purpose the place of mentorship in building the future. The emails could have been written by the same person really. Same energy. Those who have been set straight must pay it forward by helping to shape the future. Vantage is available at and on Amazon. PS If you are building in Nigeria or looking to build and you dont read Vantage, I dont consider you a serious builder. You fit just go do brikila dey mount blocks literally.",,@OtunbaSho1 @KazTewogbade @OdunEweniyi @Rovingheights,en,7,2,1,0,4094.0,,123,two email stand vantage book one mr kayode soyombo founder bluechip technologies email otunba sho founder piggyvest somto joshua co. email 2.5 year apart serve purpose place mentorship build future email could write person really energy set straight must pay forward help shape future vantage available amazon ps build nigeria look build read vantage consider serious builder fit go brikila dey mount block literally,Neutral,2024-07-01 10:33:40+00:00
1810293188084498592,411646151,"What Ive learnt in 2024 You will take women to club and flex, then they flex and send streak on your finances, you will be recouping while they keep stacking up on PiggyVest. Its not worth it kids. Rather spend that half a mil on a gadget you dont need or buy gold, if you dont have a parent to send it you. Long story short, nothing dey awsyd.",,,en,3689,1165,88,117,384646.0,,69,learn 2024 take woman club flex flex send streak finance recoup keep stack piggyvest worth kid rather spend half mil gadget need buy gold parent send long story short nothing dey awsyd,Neutral,2024-07-08 12:41:44+00:00
1807845530342416528,1214605449728843780,HOW PIGGYVEST CAN HELP YOU ENABLE YOUR FINANCIAL PRUDENCE FROM MY OWN EXPERIENCE WITH THE APP.  A thread. I am going to try to make this as relatable and practical as possible. So lets go,https://t.co/vyPETB8YSB,,en,128,51,9,3,18454.0,,36,piggyvest help enable financial prudence experience app   thread go try make relatable practical possible lets go,Positive,2024-07-01 18:35:37+00:00
1808140919633330672,466656280,"This new PiggyVest interest rate is sweet oh, saw the alert and I was very shocked. Thank you ",,@PiggyBankNG,en,111,8,3,0,7773.0,,19,new piggyvest interest rate sweet oh see alert shocked thank,Positive,2024-07-02 14:09:23+00:00
1807716025636388865,3108236619, Piggyvest is so tsundere and I love it.,https://t.co/LYZFMsvpLL,,en,6,0,0,0,836.0,,9,  piggyvest tsundere love,Neutral,2024-07-01 10:01:00+00:00
1810976469855703327,1314709975906873345,"If anyone on ng twt ever sends me death threats l, Im going to go into my PiggyVest, take all the money there to Panti police station to use that money to help the police find you and to help me lock you up for attempted murder.",,,en,95,32,2,3,6721.0,,47,anyone ng twt ever send death threat l go go piggyvest take money panti police station use money help police find help lock attempt murder,Negative,2024-07-10 09:56:51+00:00
1807776035422806233,94210183,dont suddenly slump amp die in June remember the hustle is for the living BuyOneGetOneFree warehoused clearance sale Canada Unilag Nedu PiggyVest Joke Silva Akoka Zaria iPhone 12 First Lady ,https://t.co/rIG67RmYPa,,en,0,0,0,0,386.0,,31,suddenly slump amp die june remember hustle live buyonegetonefree warehouse clearance sale canada unilag nedu piggyvest joke silva akoka zaria iphone 12 first lady,Neutral,2024-07-01 13:59:28+00:00
1809666825191580009,2426316045,"Abeg, whats the skills involved in imagining peoples password Na to just Dey login into peoples bank apps amp starting transferring money from their account to my opay amp piggyvest accounts ",,,en,7,3,3,1,630.0,,32,abeg skill involve imagine people password na dey login people bank app amp start transfer money account opay amp piggyvest account,Neutral,2024-07-06 19:12:47+00:00
1807325886192001094,4882730440,Which is better Piggyvest Or Cowrywise,https://t.co/Sx0M5sZOLr,,en,19,9,8,2,3151.0,,6,well piggyvest cowrywise,Neutral,2024-06-30 08:10:44+00:00
1810322801468809454,1015617840446140416,I wish piggyvest had virtual dollar card,,,en,0,0,1,0,229.0,,7,wish piggyvest virtual dollar card,Neutral,2024-07-08 14:39:24+00:00
1809689664346787958,869530262161567744,"Only 14 of Nigerians earn more than N500,000 per month  Piggyvest Savings Report, 2023",https://t.co/XVGgVzEpun,,en,17,16,4,3,6569.0,,15,"14 nigerians earn n500,000 per month   piggyvest savings report 2023",Neutral,2024-07-06 20:43:33+00:00
